200 985
8	37
23	4
43	16
20	7
3	8
24	19
5	33
12	25
6	30
18	6
2	1
8	27
29	8
5	5
7	15
12	3
4	4
61	19
8	24
8	24
8	16
16	4
3	8
10	3
2	1
6	2
40	9
13	2
2	5
1	4
12	6
1	3
4	4
3	3
61	18
5	12
1	6
6	5
5	5
6	8
2	12
3	1
3	13
11	13
20	13
49	19
4	12
13	10
6	20
2	4
14	4
2	6
3	20
11	10
7	8
63	14
5	1
1	6
11	2
4	5
10	22
30	6
4	6
1	5
8	6
3	3
7	3
4	2
3	8
2	1
25	12
60	11
15	6
4	21
7	4
4	1
1	3
3	13
8	10
28	16
11	69
21	62
18	50
12	71
3	1
57	11
28	10
21	7
44	13
60	9
29	21
5	30
22	4
26	8
12	6
66	13
8	2
3	1
1	5
2	10
1	4
34	9
2	6
21	23
8	9
4	26
24	18
17	14
20	4
21	41
12	3
6	9
10	15
2	6
12	10
8	32
13	14
14	74
4	21
7	3
1	6
6	6
1	3
14	14
15	18
2	3
11	8
13	35
6	6
15	9
11	30
10	27
10	28
8	7
13	47
3	9
3	3
15	27
18	6
7	21
12	6
12	8
2	4
16	53
17	4
13	52
8	15
7	15
5	34
11	47
26	5
30	11
3	15
14	8
4	25
6	1
8	6
3	4
5	12
19	37
14	19
6	7
8	11
1	2
2	5
16	31
14	8
9	3
20	45
8	30
3	15
8	3
9	4
13	12
20	9
4	11
7	19
25	31
7	15
14	5
6	2
10	15
10	28
10	3
22	9
2	5
9	4
17	4
20	9
66	15
42	13
14	12
3	5
23	7
54	16
38	11
18	29
22	75
11	16
6	23
8	27
43	12
9	56
29	18
7	15
21	10
15	6
11	49
7	29
11	51
11	63
14	51
9	45
2	7
3	4
6	17
6	4
10	5
14	4
2	13
4	23
8	38
5	1
9	19
2	11
13	9
15	18
26	6
21	24
7	32
16	3
3	16
8	10
2	2
11	9
11	15
5	13
4	7
3	20
4	23
8	54
16	85
14	45
13	54
8	2
40	14
5	14
5	31
7	36
14	3
6	34
5	12
9	26
13	27
34	7
14	38
13	54
5	33
7	37
8	18
15	8
4	10
27	24
5	19
3	1
8	3
1	5
2	2
10	3
5	8
10	2
14	6
2	13
9	16
5	2
14	15
9	13
5	9
13	13
3	7
2	5
7	19
2	1
15	18
9	2
7	3
36	11
11	51
18	4
3	8
15	10
9	7
8	27
6	28
13	27
41	6
2	9
3	6
4	4
2	8
1	2
5	29
7	13
6	15
18	40
16	6
4	1
44	11
1	2
3	10
26	10
4	8
20	5
14	67
30	29
6	20
5	30
9	10
30	6
16	16
4	8
3	2
9	6
21	4
9	11
12	21
12	27
4	1
9	35
3	8
10	34
10	34
30	7
3	1
13	27
32	12
5	14
5	7
8	26
4	25
2	10
2	7
3	14
29	15
14	25
9	5
7	12
16	11
5	5
11	9
3	14
9	6
7	15
1	4
6	3
3	11
6	7
2	6
3	9
2	1
4	4
3	3
21	8
21	5
18	3
13	4
65	22
50	10
30	16
27	9
49	11
1	6
17	4
2	5
3	3
13	16
6	18
2	2
1	6
2	9
15	5
4	4
31	5
20	4
6	1
74	14
71	13
36	11
11	8
2	2
8	6
17	57
21	19
36	8
24	9
5	24
20	20
35	19
42	15
11	11
25	26
10	31
14	19
2	4
22	12
18	4
32	15
37	13
3	8
15	13
10	4
10	8
15	4
25	5
39	12
11	8
16	8
6	22
40	10
4	19
6	14
13	5
11	2
15	5
12	42
8	22
3	3
5	9
8	18
7	6
11	11
18	29
42	12
6	25
10	14
19	15
21	9
2	13
5	5
11	9
16	8
25	6
3	10
11	7
28	30
16	11
30	10
6	16
31	8
7	4
6	13
15	47
11	18
9	3
2	10
5	21
2	9
12	7
53	17
6	38
24	6
32	13
8	12
8	17
22	22
9	20
14	18
64	23
14	37
8	10
4	10
18	4
18	102
5	6
13	8
2	9
2	11
4	5
3	7
5	2
9	2
12	2
2	11
27	5
26	10
15	6
6	5
1	6
1	2
3	20
27	27
3	4
1	1
5	4
16	3
73	15
11	27
4	15
7	24
6	15
6	10
16	11
10	9
5	8
3	1
2	12
13	11
1	5
5	16
4	8
10	2
2	9
5	6
5	15
17	7
12	16
43	7
18	12
2	13
2	9
7	11
6	1
3	5
2	8
4	4
17	8
17	4
3	11
6	41
18	58
31	9
12	16
9	4
7	4
8	18
9	7
8	2
4	18
5	5
24	7
13	2
6	4
20	16
7	17
4	18
8	14
5	2
43	7
3	6
2	2
11	12
12	11
26	4
22	32
12	43
16	13
34	13
14	52
3	8
3	13
43	7
4	6
3	1
7	5
9	30
7	38
8	37
80	16
2	11
1	5
4	6
12	33
15	21
57	10
8	13
14	25
8	19
47	18
10	3
15	7
21	5
18	15
21	8
5	2
16	11
20	9
23	7
36	6
